KIT ID Number,Borough,Zipcode,Date Collected,Received Date,First Draw at-the-tap Lead level (µg/l),First Draw at-the-tap copper level (mg/l)
16129820,BRONX,10463,06/08/2016,06/13/2016,5,0.139
16129292,BRONX,10464,06/10/2016,06/13/2016,6,0.167
16129254,BRONX,10457,06/10/2016,06/13/2016,0,0.037
16129808,BRONX,10471,06/12/2016,06/17/2016,2,0.116
16129790,BRONX,10471,06/12/2016,06/16/2016,0,0.111
16129452,BRONX,10464,06/13/2016,06/16/2016,6,0.314
16129469,BRONX,10463,06/14/2016,06/23/2016,0,0.085
16129818,BRONX,10462,06/15/2016,06/23/2016,3,0.109
16129272,BRONX,10470,06/15/2016,06/17/2016,2,0.074
16129468,BRONX,10463,06/17/2016,06/20/2016,13,0.068
16129788,BRONX,10463,07/06/2016,07/08/2016,3,0.109
16129397,BRONX,10465,07/15/2016,07/22/2016,3,0.181
16129653,BRONX,10461,07/26/2016,08/03/2016,7,0.123
16129642,BRONX,10460,09/20/2016,09/27/2016,5,0.052
16129620,BRONX,10461,09/28/2016,10/04/2016,2,0.017
17141775,BRONX,10457,06/07/2017,06/09/2017,0,0.038
17142337,BRONX,10463,06/07/2017,06/09/2017,5,0.148
17141792,BRONX,10457,06/08/2017,06/14/2017,4,0.106
17141812,BRONX,10464,06/08/2017,06/12/2017,5,0.116
17141767,BRONX,10457,06/08/2017,06/09/2017,0,0.157
17142281,BRONX,10471,06/10/2017,06/15/2017,65,0.734
17141793,BRONX,10470,06/12/2017,06/14/2017,7,0.149
17141798,BRONX,10461,06/13/2017,06/15/2017,3,0.108
17142335,BRONX,10462,06/14/2017,06/19/2017,0,0.066
17141810,BRONX,10464,06/15/2017,06/19/2017,6,0.145
17142147,BRONX,10461,06/15/2017,06/19/2017,6,0.12
17142325,BRONX,10471,06/19/2017,06/21/2017,2,0.077
17141971,BRONX,10463,06/20/2017,06/23/2017,20,0.114
17141907,BRONX,10465,06/29/2017,07/05/2017,3,0.154
17141944,BRONX,10471,06/29/2017,06/30/2017,6,0.173
17142299,BRONX,10469,07/12/2017,07/14/2017,5,0.099
17142279,BRONX,10463,07/12/2017,07/20/2017,1,0.112
17141972,BRONX,10463,08/25/2017,08/30/2017,2,0.12
17142136,BRONX,10460,08/30/2017,09/05/2017,5,0.13
18149445,Brooklyn,11213,09/21/2018,09/25/2018,0,0.165
18149644,Brooklyn,11223,09/13/2018,09/18/2018,2,0.015
18149516,Brooklyn,11236,09/14/2018,09/18/2018,5,0.146
18149813,Brooklyn,11221,09/10/2018,09/13/2018,7,0.156
18149678,Brooklyn,11211,09/06/2018,09/12/2018,7,0.085
18149831,Brooklyn,11207,09/04/2018,09/12/2018,5,0.121
18149595,Brooklyn,11220,08/31/2018,09/05/2018,1,0.141
18149563,Brooklyn,11231,08/27/2018,09/05/2018,6,0.161
18149670,Brooklyn,11230,08/14/2018,08/16/2018,6,0.066
18149811,Brooklyn,11218,08/04/2018,08/13/2018,4,0.095
18150658,Brooklyn,11211,07/31/2018,08/07/2018,11,0.041
18149711,Brooklyn,11209,07/29/2018,08/03/2018,28,0.214
18149588,Brooklyn,11216,07/29/2018,07/31/2018,4,0.299
18149828,Brooklyn,11212,07/25/2018,07/30/2018,3,0.154
18149673,Brooklyn,11214,07/20/2018,07/24/2018,6,0.124
18149610,Brooklyn,11226,07/16/2018,07/24/2018,9,0.133
18149731,Brooklyn,11204,07/09/2018,07/20/2018,0,0.128
18149566,Brooklyn,11214,07/16/2018,07/20/2018,2,0.095
18149779,Brooklyn,11230,07/17/2018,07/20/2018,4,0.06
18149565,Brooklyn,11226,07/14/2018,07/18/2018,5,0.235
18149517,Brooklyn,11208,07/03/2018,07/16/2018,4,0.165
18149878,Brooklyn,11230,07/10/2018,07/13/2018,5,0.077
18149684,Brooklyn,11210,07/10/2018,07/11/2018,4,0.293
18149639,Brooklyn,11222,07/09/2018,07/10/2018,2,0.151
18149536,Brooklyn,11219,07/08/2018,07/10/2018,2,0.093
18149691,Brooklyn,11217,07/03/2018,07/09/2018,0,0.108
18149609,Brooklyn,11228,07/06/2018,07/09/2018,1,0.155
18149571,Brooklyn,11230,07/04/2018,07/06/2018,2,0.153
18149478,Brooklyn,11230,07/01/2018,07/05/2018,15,0.159
18149502,Brooklyn,11210,07/02/2018,07/05/2018,7,0.153
18149686,Brooklyn,11201,07/02/2018,07/03/2018,2,0.076
18149618,Brooklyn,11216,06/30/2018,07/03/2018,3,0.148
18149659,Brooklyn,11222,06/28/2018,07/03/2018,0,0.139
18149638,Brooklyn,11238,06/29/2018,07/03/2018,4,0.199
18149856,Brooklyn,11217,06/29/2018,07/03/2018,4,0.107
18149506,Brooklyn,11231,06/30/2018,07/03/2018,5,0.165
18149406,Brooklyn,11207,06/29/2018,07/03/2018,0,0.12
18149650,Brooklyn,11204,06/28/2018,06/29/2018,9,0.155
18149780,Brooklyn,11229,06/25/2018,06/29/2018,66,0.124
18149515,Brooklyn,11216,06/20/2018,06/29/2018,51,0.122
18149530,Brooklyn,11224,06/28/2018,06/29/2018,0,0.053
18149868,Brooklyn,11234,06/27/2018,06/29/2018,2,0.12
18149883,Brooklyn,11225,06/27/2018,06/28/2018,7,0.1
18149435,Brooklyn,11212,06/24/2018,06/28/2018,0,0.079
18149448,Brooklyn,11208,06/26/2018,06/28/2018,1,0.156
18149498,Brooklyn,11217,06/24/2018,06/28/2018,39,0.106
18149441,Brooklyn,11234,06/21/2018,06/28/2018,7,0.164
18149772,Brooklyn,11204,06/24/2018,06/27/2018,4,0.114
18149804,Brooklyn,11205,06/26/2018,06/27/2018,4,0.234
18149816,Brooklyn,11234,06/22/2018,06/27/2018,3,0.192
18149805,Brooklyn,11215,06/25/2018,06/27/2018,4,0.073
18149429,Brooklyn,11218,06/20/2018,06/27/2018,8,0.106
18149622,Brooklyn,11217,06/26/2018,06/27/2018,3,0.208
18149501,Brooklyn,11204,06/26/2018,06/27/2018,2,0.041
18149845,Brooklyn,11213,06/23/2018,06/26/2018,0,0.099
18149554,Brooklyn,11213,06/22/2018,06/25/2018,6,0.111
18149877,Brooklyn,11203,06/19/2018,06/25/2018,2,0.086
18149626,Brooklyn,11224,06/18/2018,06/25/2018,2,0.151
18149738,Brooklyn,11224,06/19/2018,06/25/2018,0,0.005
18149614,Brooklyn,11225,06/18/2018,06/25/2018,11,0.097
18149701,Brooklyn,11226,06/19/2018,06/25/2018,16,0.098
18149830,Brooklyn,11221,06/19/2018,06/22/2018,0,0.196
18149758,Brooklyn,11232,06/14/2018,06/22/2018,9,0.1
18149486,Brooklyn,11215,06/18/2018,06/22/2018,3,0.157
18149705,Brooklyn,11212,06/14/2018,06/22/2018,0,0.144
18149703,Brooklyn,11212,06/14/2018,06/22/2018,0,0.047
18149754,Brooklyn,11224,06/18/2018,06/21/2018,0,0.058
18149466,Brooklyn,11224,06/13/2018,06/21/2018,0,0.184
18149849,Brooklyn,11232,06/14/2018,06/21/2018,8,0.073
18149826,Brooklyn,11234,06/14/2018,06/21/2018,6,0.145
18149520,Brooklyn,11234,06/14/2018,06/21/2018,0,0.146
18149694,Brooklyn,11214,06/18/2018,06/21/2018,3,0.143
18149739,Brooklyn,11234,06/14/2018,06/20/2018,3,0.171
18149600,Brooklyn,11225,06/14/2018,06/20/2018,10,0.113
18149620,Brooklyn,11228,06/15/2018,06/18/2018,18,0.025
18149606,Brooklyn,11212,06/15/2018,06/18/2018,0,0.049
18149737,Brooklyn,11218,06/15/2018,06/18/2018,11,0.067
18149787,Brooklyn,11234,06/15/2018,06/18/2018,7,0.157
18149599,Brooklyn,11228,06/09/2018,06/15/2018,11,0.185
18149765,Brooklyn,11228,06/11/2018,06/15/2018,6,0.101
18149874,Brooklyn,11211,06/08/2018,06/15/2018,0,0.208
18149908,Brooklyn,11215,06/08/2018,06/15/2018,3,0.164
18149709,Brooklyn,11203,06/07/2018,06/15/2018,4,0.169
18149494,Brooklyn,11217,06/08/2018,06/15/2018,8,0.044
18149615,Brooklyn,11226,06/12/2018,06/15/2018,3,0.186
18149721,Brooklyn,11209,06/11/2018,06/15/2018,3,0.177
18149664,Brooklyn,11229,06/10/2018,06/15/2018,2,0.115
18149704,Brooklyn,11229,06/12/2018,06/15/2018,3,0.14
18149521,Brooklyn,11217,06/12/2018,06/15/2018,2,0.182
18149850,Brooklyn,11215,06/11/2018,06/14/2018,3,0.212
18149527,Brooklyn,11212,06/09/2018,06/13/2018,0,0.091
18149547,Brooklyn,11228,06/11/2018,06/13/2018,5,0.123
18149775,Brooklyn,11224,06/11/2018,06/13/2018,0,0.015
18149833,Brooklyn,11234,06/11/2018,06/13/2018,6,0.041
18149696,Brooklyn,11236,06/10/2018,06/13/2018,0,0.141
18149906,Brooklyn,11223,06/10/2018,06/13/2018,4,0.141
18149459,Brooklyn,11223,06/08/2018,06/13/2018,4,0.04
18149778,Brooklyn,11223,06/10/2018,06/13/2018,5,0.113
18149767,Brooklyn,11234,06/10/2018,06/13/2018,4,0.012
18149907,Brooklyn,11214,06/08/2018,06/12/2018,2,0.148
18149821,Brooklyn,11215,06/08/2018,06/12/2018,5,0.195
18149733,Brooklyn,11217,06/11/2018,06/12/2018,2,0.197
18149587,Brooklyn,11218,06/06/2018,06/12/2018,9,0.193
18149476,Brooklyn,11231,06/08/2018,06/12/2018,2,0.108
18149715,Brooklyn,11212,06/09/2018,06/12/2018,0,0.067
18149608,Brooklyn,11233,06/08/2018,06/11/2018,11,0.141
18149712,Brooklyn,11229,06/07/2018,06/11/2018,8,0.115
18149728,Brooklyn,11234,06/08/2018,06/11/2018,12,0.148
18149594,Brooklyn,11228,06/08/2018,06/11/2018,4,0.235
18149384,Brooklyn,11212,06/08/2018,06/11/2018,2,0.078
18149485,Brooklyn,11229,06/06/2018,06/11/2018,5,0.205
18149492,Brooklyn,11220,06/07/2018,06/11/2018,6,0.088
18149844,Brooklyn,11224,06/07/2018,06/11/2018,3,0.18
18149353,Brooklyn,11215,06/07/2018,06/11/2018,6,0.135
18149408,Brooklyn,11223,06/08/2018,06/11/2018,14,0.109
18149781,Brooklyn,11228,06/06/2018,06/11/2018,1,0.059
18149519,Brooklyn,11224,06/08/2018,06/11/2018,0,0.096
18149863,Brooklyn,11212,06/05/2018,06/08/2018,0,0.139
18149405,Brooklyn,11224,06/06/2018,06/08/2018,1,0.109
18149451,Brooklyn,11234,06/06/2018,06/07/2018,5,0.133
18149589,Brooklyn,11225,06/06/2018,06/07/2018,4,0.203
18149885,Brooklyn,11228,06/06/2018,06/07/2018,14,0.12
18149876,Brooklyn,11212,06/05/2018,06/07/2018,2,0.163
18149864,Brooklyn,11210,06/05/2018,06/07/2018,5,0.175
19160940,BROOKLYN,11234,06/08/2019,06/11/2019,5,0.123
19160896,BROOKLYN,11204,06/09/2019,06/11/2019,4,0.121
19160893,BROOKLYN,11229,06/09/2019,06/11/2019,7,0.099
19160796,BROOKLYN,11228,06/10/2019,06/11/2019,18,0.136
19160938,BROOKLYN,11224,06/10/2019,06/11/2019,0,0.131
19160783,BROOKLYN,11232,06/10/2019,06/11/2019,5,0.089
19161040,BROOKLYN,11234,06/10/2019,06/11/2019,5,0.137
19161194,BROOKLYN,11228,06/10/2019,06/11/2019,2,0.127
19161076,BROOKLYN,11234,06/09/2019,06/11/2019,6,0.071
19161089,BROOKLYN,11234,06/10/2019,06/11/2019,0,0.181
19160954,BROOKLYN,11229,06/10/2019,06/11/2019,9,0.101
19161049,BROOKLYN,11234,06/10/2019,06/11/2019,8,0.136
19160833,BROOKLYN,11231,06/10/2019,06/12/2019,2,0.052
19160892,BROOKLYN,11213,06/11/2019,06/12/2019,8,0.147
19161084,BROOKLYN,11212,06/11/2019,06/12/2019,3,0.17
19161037,BROOKLYN,11212,06/10/2019,06/12/2019,0,0.128
19161190,BROOKLYN,11223,06/11/2019,06/12/2019,14,0.087
19161003,BROOKLYN,11212,06/08/2019,06/12/2019,0,0.132
19160734,BROOKLYN,11226,06/11/2019,06/12/2019,4,0.183
19160738,BROOKLYN,11224,06/10/2019,06/12/2019,1,0.151
19160895,BROOKLYN,11234,06/10/2019,06/12/2019,10,0.026
19161224,BROOKLYN,11214,06/12/2019,06/13/2019,2,0.134
19161187,BROOKLYN,11211,06/12/2019,06/13/2019,6,0.113
19161193,BROOKLYN,11215,06/12/2019,06/13/2019,6,0.154
19161087,BROOKLYN,11211,06/12/2019,06/13/2019,2,0.179
19160731,BROOKLYN,11215,06/12/2019,06/13/2019,5,0.183
19160840,BROOKLYN,11218,06/09/2019,06/13/2019,15,0.101
19160935,BROOKLYN,11224,06/12/2019,06/13/2019,0,0.044
19160884,BROOKLYN,11218,06/12/2019,06/13/2019,12,0.055
19160786,BROOKLYN,11226,06/13/2019,06/17/2019,9,0.188
19161110,BROOKLYN,11236,06/14/2019,06/17/2019,0,0.139
19161188,BROOKLYN,11224,06/12/2019,06/17/2019,4,0.153
19160841,BROOKLYN,11228,06/13/2019,06/17/2019,3,0.241
19161157,BROOKLYN,11234,06/14/2019,06/17/2019,14,0.144
19161065,BROOKLYN,11209,06/13/2019,06/17/2019,0,0.021
19160836,BROOKLYN,11215,06/13/2019,06/17/2019,4,0.169
19160897,BROOKLYN,11223,06/13/2019,06/17/2019,3,0.076
19161056,BROOKLYN,11204,06/14/2019,06/17/2019,0,0.193
19161041,BROOKLYN,11234,06/12/2019,06/17/2019,0,0.204
19160791,BROOKLYN,11220,06/14/2019,06/17/2019,6,0.111
19161184,BROOKLYN,11221,06/16/2019,06/19/2019,0,0.182
19161226,BROOKLYN,11223,06/16/2019,06/19/2019,2,0.096
19160843,BROOKLYN,11203,06/13/2019,06/19/2019,4,0.154
19160793,BROOKLYN,11214,06/13/2019,06/19/2019,1,0.084
19160986,BROOKLYN,11225,06/17/2019,06/19/2019,13,0.086
19161183,BROOKLYN,11217,06/18/2019,06/19/2019,28,0.06
19160883,BROOKLYN,11212,06/11/2019,06/21/2019,1,0.127
19161082,BROOKLYN,11217,06/16/2019,06/21/2019,2,0.076
19160798,BROOKLYN,11229,06/10/2019,06/21/2019,5,0.172
19160848,BROOKLYN,11234,06/18/2019,06/21/2019,7,0.155
19161196,BROOKLYN,11219,06/18/2019,06/21/2019,2,0.063
19160784,BROOKLYN,11215,06/18/2019,06/21/2019,8,0.199
19160733,BROOKLYN,11225,06/20/2019,06/24/2019,297,0.133
19161143,BROOKLYN,11204,06/22/2019,06/24/2019,2,0.03
19161139,BROOKLYN,11212,06/18/2019,06/24/2019,0,0.063
19161092,BROOKLYN,11230,06/19/2019,06/24/2019,4,0.113
19161186,BROOKLYN,11217,06/17/2019,06/24/2019,5,0.159
19160846,BROOKLYN,11203,06/20/2019,06/24/2019,3,0.135
19160839,BROOKLYN,11224,06/18/2019,06/24/2019,0,0.175
19161205,BROOKLYN,11223,06/21/2019,06/25/2019,9,0.211
19161086,BROOKLYN,11207,06/22/2019,06/25/2019,0,0.109
19160937,BROOKLYN,11229,06/15/2019,06/25/2019,2,0.131
19161005,BROOKLYN,11212,06/24/2019,06/27/2019,1,0.099
19160990,BROOKLYN,11233,06/22/2019,06/27/2019,2,0.286
19161088,BROOKLYN,11224,06/23/2019,06/27/2019,0,0.092
19160845,BROOKLYN,11224,06/26/2019,06/27/2019,0,0.104
19160837,BROOKLYN,11213,06/25/2019,06/27/2019,3,0.053
19161094,BROOKLYN,11209,06/20/2019,06/27/2019,62,0.177
19160887,BROOKLYN,11224,06/27/2019,07/01/2019,0,0.016
19161038,BROOKLYN,11234,06/27/2019,07/01/2019,3,0.118
19160838,BROOKLYN,11206,06/26/2019,07/01/2019,23,0.244
19160888,BROOKLYN,11229,06/30/2019,07/02/2019,4,0.139
19161140,BROOKLYN,11212,06/24/2019,07/03/2019,0,0.034
19161096,BROOKLYN,11223,06/30/2019,07/03/2019,12,0.141
19161145,BROOKLYN,11228,07/03/2019,07/05/2019,85,0.1
19160936,BROOKLYN,11204,06/27/2019,07/05/2019,10,0.135
19160886,BROOKLYN,11212,07/01/2019,07/05/2019,0,0.129
19160785,BROOKLYN,11213,07/01/2019,07/09/2019,0,0.063
19160789,BROOKLYN,11205,07/08/2019,07/10/2019,3,0.175
19160732,BROOKLYN,11232,07/06/2019,07/11/2019,19,0.055
19161138,BROOKLYN,11231,07/09/2019,07/11/2019,7,0.158
19160739,BROOKLYN,11229,07/08/2019,07/11/2019,4,0.037
19161083,BROOKLYN,11212,07/10/2019,07/12/2019,0,0.08
19160945,BROOKLYN,11218,07/10/2019,07/16/2019,0,0.027
19161115,BROOKLYN,11214,07/17/2019,07/22/2019,0,0.094
19161141,BROOKLYN,11218,07/16/2019,07/23/2019,9,0.109
19160834,BROOKLYN,11215,07/18/2019,07/23/2019,2,0.135
19160863,BROOKLYN,11213,07/19/2019,07/24/2019,0,0.164
19160794,BROOKLYN,11214,07/21/2019,07/24/2019,4,0.124
19160889,BROOKLYN,11216,07/19/2019,07/24/2019,6,0.143
19160787,BROOKLYN,11204,07/25/2019,07/29/2019,0,0.104
19160782,BROOKLYN,11217,07/24/2019,07/29/2019,0,0.104
19160941,BROOKLYN,11210,07/22/2019,07/30/2019,13,0.163
19160989,BROOKLYN,11230,07/27/2019,07/30/2019,2,0.154
19160872,BROOKLYN,11238,08/01/2019,08/02/2019,7,0.126
19161142,BROOKLYN,11228,08/02/2019,08/06/2019,0,0.114
19161050,BROOKLYN,11216,08/02/2019,08/09/2019,5,0.25
19160890,BROOKLYN,11231,08/10/2019,08/12/2019,4,0.133
19160861,BROOKLYN,11212,08/13/2019,08/14/2019,1,0.105
19160797,BROOKLYN,11229,08/11/2019,08/16/2019,3,0.048
19160932,BROOKLYN,11222,08/17/2019,08/22/2019,0,0.21
19161146,BROOKLYN,11234,08/13/2019,08/22/2019,0,0.103
19160788,BROOKLYN,11221,08/18/2019,08/22/2019,4,0.297
19161198,BROOKLYN,11209,08/21/2019,08/23/2019,7,0.099
19160866,BROOKLYN,11226,08/23/2019,08/27/2019,4,0.156
19160790,BROOKLYN,11230,08/26/2019,09/03/2019,6,0.055
19160966,BROOKLYN,11217,09/10/2019,09/12/2019,7,0.186
19160795,BROOKLYN,11230,09/15/2019,09/18/2019,5,0.05
19160988,BROOKLYN,11226,09/07/2019,09/18/2019,11,0.116
19161204,BROOKLYN,11228,09/16/2019,09/18/2019,9,0.144
19160781,BROOKLYN,11220,09/23/2019,09/30/2019,2,0.162
19161195,BROOKLYN,11236,09/26/2019,09/30/2019,5,0.139
19160735,BROOKLYN,11218,09/28/2019,10/04/2019,5,0.09
1410068,BROOKLYN,11228,06/09/2014,06/19/2014,24,0.155
1410004,BROOKLYN,11223,06/10/2014,06/12/2014,9,0.126
1410213,BROOKLYN,11223,06/10/2014,06/13/2014,5,0.074
1410125,BROOKLYN,11207,06/10/2014,06/16/2014,0,0.053
1410044,BROOKLYN,11212,06/10/2014,06/20/2014,0,0.141
1410255,BROOKLYN,11232,06/11/2014,06/17/2014,8,0.126
1410124,BROOKLYN,11224,06/11/2014,06/13/2014,0,0.136
1410248,BROOKLYN,11236,06/11/2014,06/17/2014,1,0.114
1410013,BROOKLYN,11230,06/11/2014,06/17/2014,7,0.196
1410078,BROOKLYN,11204,06/12/2014,06/17/2014,16,0.223
1410240,BROOKLYN,11218,06/12/2014,06/16/2014,12,0.086
1410005,BROOKLYN,11215,06/12/2014,06/17/2014,5,0.153
1410057,BROOKLYN,11201,06/12/2014,06/16/2014,3,0.142
1410239,BROOKLYN,11210,06/12/2014,06/16/2014,5,0.087
1410041,BROOKLYN,11224,06/12/2014,06/17/2014,0,0.048
1410252,BROOKLYN,11234,06/13/2014,06/17/2014,4,0.17
1410010,BROOKLYN,11224,06/13/2014,06/17/2014,0,0.136
1410042,BROOKLYN,11212,06/13/2014,06/17/2014,7,0.2
1410245,BROOKLYN,11234,06/14/2014,06/17/2014,5,0.164
1410049,BROOKLYN,11234,06/14/2014,06/24/2014,7,0.035
1410054,BROOKLYN,11234,06/18/2014,06/20/2014,0,0.222
1410126,BROOKLYN,11223,06/18/2014,06/23/2014,6,0.137
1410249,Brooklyn,11209,06/19/2014,06/24/2014,0,0.04
1410072,BROOKLYN,11234,06/20/2014,06/30/2014,2,0.004
1410043,BROOKLYN,11213,06/22/2014,06/30/2014,0,0.093
1410060,BROOKLYN,11234,06/23/2014,06/30/2014,0,0.069
1410141,BROOKLYN,11212,06/24/2014,07/01/2014,2,0.192
1410065,BROOKLYN,11205,06/26/2014,07/01/2014,5,0.17
1410066,BROOKLYN,11215,06/26/2014,07/01/2014,5,0.403
1410199,BROOKLYN,11218,06/30/2014,07/02/2014,7,0.146
1410232,BROOKLYN,11215,07/13/2014,07/16/2014,59,0.174
1410133,BROOKLYN,11212,07/26/2014,07/31/2014,0,0.125
1410135,BROOKLYN,11224,08/08/2014,08/12/2014,1,0.063
15123547,BROOKLYN,11232,06/04/2015,06/09/2015,5,0.107
15123506,BROOKLYN,11214,06/04/2015,06/09/2015,9,0.133
15123510,BROOKLYN,11214,06/04/2015,06/09/2015,3,0.152
15123496,BROOKLYN,11225,06/04/2015,06/09/2015,30,0.189
15123275,BROOKLYN,11228,06/04/2015,06/09/2015,18,0.132
15123438,BROOKLYN,11215,06/04/2015,06/09/2015,4,0.154
15123227,BROOKLYN,11230,06/04/2015,06/09/2015,11,0.221
15123534,BROOKLYN,11210,06/04/2015,06/09/2015,5,0.09
15123433,BROOKLYN,11228,06/04/2015,06/08/2015,12,0.262
15123511,BROOKLYN,11228,06/04/2015,06/10/2015,5,0.05
15123253,BROOKLYN,11212,06/05/2015,06/09/2015,7,0.206
15123283,BROOKLYN,11204,06/05/2015,06/09/2015,10,0.229
15123475,BROOKLYN,11213,06/05/2015,06/12/2015,2,0.232
15123464,BROOKLYN,11217,06/05/2015,06/10/2015,0,0.048
15123435,BROOKLYN,11224,06/05/2015,06/09/2015,6,0.206
15123490,BROOKLYN,11204,06/05/2015,06/10/2015,8,0.119
15123476,BROOKLYN,11208,06/05/2015,06/09/2015,0,0.136
15123225,BROOKLYN,11224,06/06/2015,06/09/2015,0,0.09
15123538,BROOKLYN,11234,06/06/2015,06/09/2015,5,0.176
15123410,BROOKLYN,11212,06/06/2015,06/09/2015,0,0.097
15123327,BROOKLYN,11224,06/06/2015,06/09/2015,0,0.126
15123535,BROOKLYN,11218,06/06/2015,06/09/2015,18,0.092
15123238,BROOKLYN,11212,06/06/2015,06/11/2015,0,0.12
15123336,BROOKLYN,11212,06/07/2015,06/12/2015,0,0.054
15123458,BROOKLYN,11229,06/07/2015,06/16/2015,6,0.086
15123266,BROOKLYN,11201,06/07/2015,06/12/2015,2,0.124
15123544,BROOKLYN,11234,06/08/2015,06/11/2015,4,0.137
15123220,BROOKLYN,11215,06/08/2015,06/11/2015,5,0.124
15123343,BROOKLYN,11212,06/08/2015,06/16/2015,1,0.148
15123462,BROOKLYN,11229,06/08/2015,06/10/2015,9,0.104
15123466,BROOKLYN,11215,06/08/2015,06/12/2015,3,0.155
15123328,BROOKLYN,11207,06/08/2015,06/15/2015,0,0.11
15123472,BROOKLYN,11234,06/09/2015,06/15/2015,6,0.128
15123399,BROOKLYN,11218,06/09/2015,06/22/2015,12,0.118
15123540,BROOKLYN,11236,06/09/2015,06/11/2015,0,0.147
15123269,BROOKLYN,11234,06/09/2015,06/12/2015,1,0.108
15123527,BROOKLYN,11213,06/09/2015,06/12/2015,6,0.128
15123488,BROOKLYN,11225,06/09/2015,06/15/2015,4,0.057
15123412,BROOKLYN,11223,06/10/2015,06/16/2015,12,0.05
15123254,BROOKLYN,11213,06/10/2015,06/12/2015,3,0.088
15123437,BROOKLYN,11215,06/11/2015,06/16/2015,4,0.122
15123494,BROOKLYN,11226,06/11/2015,06/16/2015,5,0.119
15123523,BROOKLYN,11206,06/11/2015,06/16/2015,11,0.167
15123329,BROOKLYN,11223,06/12/2015,06/16/2015,4,0.088
15123279,BROOKLYN,11234,06/15/2015,06/19/2015,3,0.003
15123263,BROOKLYN,11234,06/16/2015,06/19/2015,0,0.207
15123428,BROOKLYN,11215,06/17/2015,06/30/2015,35,0.152
15123474,BROOKLYN,11230,06/17/2015,06/19/2015,9,0.147
15123337,BROOKLYN,11210,06/18/2015,06/23/2015,5,0.115
15123497,BROOKLYN,11220,06/22/2015,06/26/2015,1,0.153
15123332,BROOKLYN,11234,06/22/2015,06/29/2015,6,0.153
15123448,BROOKLYN,11234,06/23/2015,06/29/2015,13,0.125
15123505,BROOKLYN,11221,06/23/2015,07/01/2015,8,0.157
15123541,Brooklyn,11209,06/25/2015,06/29/2015,0,0.023
15123272,BROOKLYN,11205,06/25/2015,06/30/2015,2,0.208
15123338,BROOKLYN,11224,07/01/2015,07/07/2015,0,0.062
15123498,BROOKLYN,11210,07/05/2015,07/10/2015,2,0.348
15123507,BROOKLYN,11228,07/09/2015,07/16/2015,15,0.105
15123252,BROOKLYN,11224,07/15/2015,07/21/2015,0,0.109
151447,BROOKLYN,11224,08/11/2015,08/14/2015,0,0.019
151418,Brooklyn,11224,08/12/2015,08/17/2015,0,0.155
151384,BROOKLYN,11212,08/12/2015,08/18/2015,1,0.16
151385,BROOKLYN,11212,08/14/2015,08/18/2015,0,0.145
15123489,BROOKLYN,11209,08/15/2015,08/18/2015,5,0.172
151383,BROOKLYN,11212,08/29/2015,09/02/2015,0,0.108
151446,BROOKLYN,11212,09/08/2015,09/14/2015,0,0.112
16129347,BROOKLYN,11212,06/04/2016,06/09/2016,1,0.166
16129627,BROOKLYN,11220,06/05/2016,06/09/2016,4,0.084
16129822,BROOKLYN,11232,06/05/2016,06/10/2016,5,0.089
16129432,BROOKLYN,11230,06/05/2016,06/09/2016,1,0.173
16129612,BROOKLYN,11226,06/05/2016,06/09/2016,4,0.174
16129489,BROOKLYN,11204,06/05/2016,06/09/2016,7,0.125
16129291,BROOKLYN,11234,06/05/2016,06/09/2016,2,0.003
16129650,BROOKLYN,11223,06/06/2016,06/09/2016,2,0.085
16129471,BROOKLYN,11234,06/06/2016,06/10/2016,7,0.162
16129613,BROOKLYN,11203,06/06/2016,06/09/2016,3,0.114
16129465,BROOKLYN,11215,06/06/2016,06/09/2016,3,0.207
16129526,BROOKLYN,11212,06/06/2016,06/09/2016,1,0.103
16129658,BROOKLYN,11207,06/06/2016,06/09/2016,7,0.129
16129809,BROOKLYN,11210,06/06/2016,06/09/2016,5,0.094
16129273,BROOKLYN,11234,06/06/2016,06/09/2016,12,0.129
16129670,BROOKLYN,11210,06/06/2016,06/09/2016,4,0.176
16129689,BROOKLYN,11231,06/07/2016,06/16/2016,5,0.217
16129717,BROOKLYN,11204,06/07/2016,06/13/2016,2,0.212
16129332,BROOKLYN,11224,06/07/2016,06/10/2016,0,0.146
16129431,BROOKLYN,11224,06/07/2016,06/09/2016,4,0.14
16129629,BROOKLYN,11231,06/07/2016,06/09/2016,2,0.13
16129673,BROOKLYN,11228,06/07/2016,06/09/2016,4,0.144
16129651,BROOKLYN,11223,06/07/2016,06/09/2016,21,0.078
16129244,BROOKLYN,11230,06/07/2016,06/09/2016,10,0.224
16129237,BROOKLYN,11215,06/07/2016,06/09/2016,5,0.13
16129287,BROOKLYN,11228,06/07/2016,06/09/2016,17,0.141
16129797,BROOKLYN,11218,06/07/2016,06/09/2016,2,0.124
16129724,BROOKLYN,11212,06/07/2016,06/10/2016,0,0.056
16129641,BROOKLYN,11231,06/07/2016,06/09/2016,4,0.153
16129800,BROOKLYN,11229,06/07/2016,06/09/2016,4,0.16
16129708,BROOKLYN,11216,06/08/2016,06/10/2016,34,0.123
16129267,BROOKLYN,11212,06/08/2016,06/10/2016,2,0.111
16129425,BROOKLYN,11215,06/08/2016,06/13/2016,58,0.15
16129460,BROOKLYN,11229,06/08/2016,06/09/2016,10,0.107
